MLC Song Code,Primary Title,ISWC,Member Song IDs,Artists,Party Id,Party Name,Party IPI,Party Role,Collectible Share,Chain of Title Id,Chain of Title Parent Id
BA824L,BORRACHO DE COCHERA,T9325637647,,"LOS DE LA TRAVE | EL NUEVO ENREDO  NORTEÑO BANDA | GRUPO FATAL DE COALCOMAN | MARCO HIDALGO | LOS HIJOS DE MANUEL | MARIO JACQUEZ | HERMANOS MADERO | LOS CHARLEÑOS DE CHARLY LÓPEZ|BANDA SUPREMA REVOLUCION | EL FANTASMA, CALIBRE 50 | LOS NUEVOS REBELDES, LEGADO MYM | AURIEL GAXIOLA | CONJUNTO ESCUADRON NORTEÑO | LA DISTRAXION | GRUPO VIGILANCIA | LOS YARDEROS VERDES | REYES EL INDIVIDUAL Y SU ASPECTO SIERREÑO | EL FANTASMA Y CALIBRE 50",P206D7,SONGS OF RIGOLETTO MUSIC PUBLISHING,01050464001,Administrator,50.000,5,3
ER9V85,ESTE CHOLO,,,LOS DOS CARNALES,16869097,"MARQUEZ, KEVIN MONTEMAYOR",00782546705,Composer/Author,,3,
ER9V85,ESTE CHOLO,,,LOS DOS CARNALES,P003TP,SONGS OF AFINARTE,00817874992,Original Publisher,0.000,1,
ER9V85,ESTE CHOLO,,,LOS DOS CARNALES,P206D7,SONGS OF RIGOLETTO MUSIC PUBLISHING,01050464001,Administrator,100.000,2,1
LA5EP7,LA ADIVINANZA,T9244381906,,KANALES,11898486,"HAROS, PEDRO",00675463414,Composer/Author,,2,
LA5EP7,LA ADIVINANZA,T9244381906,,KANALES,P003TP,SONGS OF AFINARTE,00817874992,Original Publisher,0.000,1,2
LA5EP7,LA ADIVINANZA,T9244381906,,KANALES,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,3,1
EB2AQI,EL DE SANTA ANA,,,ANGEL SAUCEDA,13029133,"GASTELUM, ANGEL RENE",,Composer/Author,,2,
EB2AQI,EL DE SANTA ANA,,,ANGEL SAUCEDA,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,2
EB2AQI,EL DE SANTA ANA,,,ANGEL SAUCEDA,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,3,1
EB2ARB,EL JAQUE MATE,,,GERARDO DIAZ Y SU GERARQUIA,11422900,"DIAZ BORJA, GERARDO",00845394311,Composer/Author,,2,
EB2ARB,EL JAQUE MATE,,,GERARDO DIAZ Y SU GERARQUIA,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,2
EB2ARB,EL JAQUE MATE,,,GERARDO DIAZ Y SU GERARQUIA,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,3,1
TD54CF,TROPEZON DE UN SAPO,T9244384007,,KANALES,11898486,"HAROS, PEDRO",00675463414,Composer/Author,,2,
TD54CF,TROPEZON DE UN SAPO,T9244384007,,KANALES,P003TP,SONGS OF AFINARTE,00817874992,Original Publisher,0.000,1,2
TD54CF,TROPEZON DE UN SAPO,T9244384007,,KANALES,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,3,1
AA6XQ6,AHORA TE AGUANTAS,,,ANGEL SAUCEDA,13029133,"GASTELUM, ANGEL RENE",,Composer/Author,,2,
AA6XQ6,AHORA TE AGUANTAS,,,ANGEL SAUCEDA,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,2
AA6XQ6,AHORA TE AGUANTAS,,,ANGEL SAUCEDA,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,3,1
CB3RB0,CORRIDO DE OMAR SANTOS,,,GRUPO LOS DEL RANCHO,13029149,"SAUCEDA, ANGEL",,Composer/Author,,2,
CB3RB0,CORRIDO DE OMAR SANTOS,,,GRUPO LOS DEL RANCHO,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,2
CB3RB0,CORRIDO DE OMAR SANTOS,,,GRUPO LOS DEL RANCHO,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,3,1
EB2AUM,EL HUMILDE,,,LOS DOS DE TAMAULIPAS|ROLANDO ZAPATA|ORLANDO ZAPATA|ROLANDO,13029136,"ZAPATA, ORLANDO",,Composer/Author,,2,
EB2AUM,EL HUMILDE,,,LOS DOS DE TAMAULIPAS|ROLANDO ZAPATA|ORLANDO ZAPATA|ROLANDO,13029145,"ZAPATA, ROLANDO",,Composer/Author,,3,
EB2AUM,EL HUMILDE,,,LOS DOS DE TAMAULIPAS|ROLANDO ZAPATA|ORLANDO ZAPATA|ROLANDO,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,2|3
EB2AUM,EL HUMILDE,,,LOS DOS DE TAMAULIPAS|ROLANDO ZAPATA|ORLANDO ZAPATA|ROLANDO,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,4,1
EB2AUN,EL POLLO,,,LOS DOS CARNALES,13029146,"MANCHA, ALFONSO",,Composer/Author,,2,
EB2AUN,EL POLLO,,,LOS DOS CARNALES,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,2
EB2AUN,EL POLLO,,,LOS DOS CARNALES,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,3,1
AA64SU,ANDAMOS POR CHICAGO,T9288193271,,LOS AUSTEROS DE DURANGO,8624101,"SANCHEZ, JUAN LUIS",,Composer/Author,,2,
AA64SU,ANDAMOS POR CHICAGO,T9288193271,,LOS AUSTEROS DE DURANGO,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,2
AA64SU,ANDAMOS POR CHICAGO,T9288193271,,LOS AUSTEROS DE DURANGO,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,3,1
EB2AYI,EL SR. TESORO,,,LOS DOS CARNALES,13029146,"MANCHA, ALFONSO",,Composer/Author,,2,
EB2AYI,EL SR. TESORO,,,LOS DOS CARNALES,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,2
EB2AYI,EL SR. TESORO,,,LOS DOS CARNALES,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,3,1
YA2C0E,YO FUI GONZALO FÉLIX,,,KANALES,11898486,"HAROS, PEDRO",00675463414,Composer/Author,,2,
YA2C0E,YO FUI GONZALO FÉLIX,,,KANALES,P003TP,SONGS OF AFINARTE,00817874992,Original Publisher,0.000,1,2
YA2C0E,YO FUI GONZALO FÉLIX,,,KANALES,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,3,1
LA5L0J,LA PROMESA CUMPLIDA,,,LOS DOS DE TAMAULIPAS|ROLANDO ZAPATA|ORLANDO ZAPATA|ROLANDO,13029136,"ZAPATA, ORLANDO",,Composer/Author,,2,
LA5L0J,LA PROMESA CUMPLIDA,,,LOS DOS DE TAMAULIPAS|ROLANDO ZAPATA|ORLANDO ZAPATA|ROLANDO,13029145,"ZAPATA, ROLANDO",,Composer/Author,,3,
LA5L0J,LA PROMESA CUMPLIDA,,,LOS DOS DE TAMAULIPAS|ROLANDO ZAPATA|ORLANDO ZAPATA|ROLANDO,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,2|3
LA5L0J,LA PROMESA CUMPLIDA,,,LOS DOS DE TAMAULIPAS|ROLANDO ZAPATA|ORLANDO ZAPATA|ROLANDO,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,4,1
EB2AVH,EL DE SANTA ANA,,,GRUPO LOS DEL RANCHO,13029149,"SAUCEDA, ANGEL",,Composer/Author,,2,
EB2AVH,EL DE SANTA ANA,,,GRUPO LOS DEL RANCHO,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,2
EB2AVH,EL DE SANTA ANA,,,GRUPO LOS DEL RANCHO,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,3,1
DA98SM,DEL SALADO PARA EL MUNDO,T9323769795,,"VIRLAN GARCÃ?A, EL FANTASMA",8886239,"GARCIA, ALEXANDER",00511651390,Composer/Author,,2,
DA98SM,DEL SALADO PARA EL MUNDO,T9323769795,,"VIRLAN GARCÃ?A, EL FANTASMA",PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,2
DA98SM,DEL SALADO PARA EL MUNDO,T9323769795,,"VIRLAN GARCÃ?A, EL FANTASMA",P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,3,1
EB2AV4,EL J L C C,T9208905991,,CANELOS JRS,11193287,"GASTELUM, JOSE ANGEL",,Composer/Author,,2,
EB2AV4,EL J L C C,T9208905991,,CANELOS JRS,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,2
EB2AV4,EL J L C C,T9208905991,,CANELOS JRS,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,3,1
LA5L4J,LITTLE GUY,,,CANELOS JRS,13029167,"G, JOSE ANGEL",,Composer/Author,,2,
LA5L4J,LITTLE GUY,,,CANELOS JRS,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,2
LA5L4J,LITTLE GUY,,,CANELOS JRS,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,3,1
LA5L5G,LA ESCUELA DE LA CALLE,T9280459907,,GERARDO DÃ?AZ Y SU GERARQUIA | GERARDO DIAZ Y SU GERARQUIA,11422900,"DIAZ BORJA, GERARDO",00845394311,Composer/Author,,2,
LA5L5G,LA ESCUELA DE LA CALLE,T9280459907,,GERARDO DÃ?AZ Y SU GERARQUIA | GERARDO DIAZ Y SU GERARQUIA,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,2
LA5L5G,LA ESCUELA DE LA CALLE,T9280459907,,GERARDO DÃ?AZ Y SU GERARQUIA | GERARDO DIAZ Y SU GERARQUIA,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,3,1
EB2AYJ,EL MEJOR LUGAR,,,GERARDO DIAZ Y SU GERARQUIA,11422900,"DIAZ BORJA, GERARDO",00845394311,Composer/Author,,2,
EB2AYJ,EL MEJOR LUGAR,,,GERARDO DIAZ Y SU GERARQUIA,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,2
EB2AYJ,EL MEJOR LUGAR,,,GERARDO DIAZ Y SU GERARQUIA,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,3,1
EB2AYK,EL AGRADECIDO,,,LOS AUSTEROS DE DURANGO,9345804,"GUZMAN, JUAN LUIS",,Composer/Author,,2,
EB2AYK,EL AGRADECIDO,,,LOS AUSTEROS DE DURANGO,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,2
EB2AYK,EL AGRADECIDO,,,LOS AUSTEROS DE DURANGO,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,3,1
DA98NR,DOLOR Y AMOR,T9270796297,,EL FANTASMA,13029152,"SANCHEZ, RAFAEL PABLO",,Composer/Author,,2,
DA98NR,DOLOR Y AMOR,T9270796297,,EL FANTASMA,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,2
DA98NR,DOLOR Y AMOR,T9270796297,,EL FANTASMA,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,3,1
SD1G8V,SI ME PIDEN UN PARO,,,GRUPO LOS DEL RANCHO,13029149,"SAUCEDA, ANGEL",,Composer/Author,,2,
SD1G8V,SI ME PIDEN UN PARO,,,GRUPO LOS DEL RANCHO,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,2
SD1G8V,SI ME PIDEN UN PARO,,,GRUPO LOS DEL RANCHO,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,3,1
EB2ATB,EL GABITO,T9267777695,,NIVEL C,13029155,"AUDELO, JULIO CÉSAR",,Composer/Author,,2,
EB2ATB,EL GABITO,T9267777695,,NIVEL C,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,2
EB2ATB,EL GABITO,T9267777695,,NIVEL C,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,3,1
UA253K,UN BUEN GALLO,,,ANGEL SAUCEDA,13029133,"GASTELUM, ANGEL RENE",,Composer/Author,,2,
UA253K,UN BUEN GALLO,,,ANGEL SAUCEDA,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,2
UA253K,UN BUEN GALLO,,,ANGEL SAUCEDA,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,3,1
EB2AT2,EL GALLO POBRE,,,LOS DOS CARNALES,13029146,"MANCHA, ALFONSO",,Composer/Author,,2,
EB2AT2,EL GALLO POBRE,,,LOS DOS CARNALES,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,2
EB2AT2,EL GALLO POBRE,,,LOS DOS CARNALES,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,3,1
PF2PVM,PONGANSE A PENSAR,,,GRUPO LOS DEL RANCHO,13029149,"SAUCEDA, ANGEL",,Composer/Author,,2,
PF2PVM,PONGANSE A PENSAR,,,GRUPO LOS DEL RANCHO,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,2
PF2PVM,PONGANSE A PENSAR,,,GRUPO LOS DEL RANCHO,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,3,1
EB2AXH,EL DOBLE R,,,"LOS DOS CARNALES, AFINARTE MUSIC",13029146,"MANCHA, ALFONSO",,Composer/Author,,2,
EB2AXH,EL DOBLE R,,,"LOS DOS CARNALES, AFINARTE MUSIC",PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,2
EB2AXH,EL DOBLE R,,,"LOS DOS CARNALES, AFINARTE MUSIC",P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,3,1
MA9BQS,MI ULTIMA CARAVANA,,,GERARDO D�Z Y SU GERARQUIA | GERARDO DIAZ Y SU GERARQUIA,11422900,"DIAZ BORJA, GERARDO",00845394311,Composer/Author,,2,
MA9BQS,MI ULTIMA CARAVANA,,,GERARDO D�Z Y SU GERARQUIA | GERARDO DIAZ Y SU GERARQUIA,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,2
MA9BQS,MI ULTIMA CARAVANA,,,GERARDO D�Z Y SU GERARQUIA | GERARDO DIAZ Y SU GERARQUIA,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,3,1
EB2ARH,EL DE LAS BOTAS BLANCAS,T3004450840,,JR SALAZAR,13029150,"MEDRANO, JOSE GUADALUPE",,Composer/Author,,2,
EB2ARH,EL DE LAS BOTAS BLANCAS,T3004450840,,JR SALAZAR,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,2
EB2ARH,EL DE LAS BOTAS BLANCAS,T3004450840,,JR SALAZAR,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,3,1
AA6XN6,ANTONIO LOPEZ,,,KANALES,11898486,"HAROS, PEDRO",00675463414,Composer/Author,,2,
AA6XN6,ANTONIO LOPEZ,,,KANALES,P003TP,SONGS OF AFINARTE,00817874992,Original Publisher,0.000,1,2
AA6XN6,ANTONIO LOPEZ,,,KANALES,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,3,1
TD54AI,TRISTES NAVIDADES,,,LOS DOS CARNALES,13029146,"MANCHA, ALFONSO",,Composer/Author,,3,
TD54AI,TRISTES NAVIDADES,,,LOS DOS CARNALES,12958553,"MANCHA, IMANOL",,Composer/Author,,2,
TD54AI,TRISTES NAVIDADES,,,LOS DOS CARNALES,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,2|3
TD54AI,TRISTES NAVIDADES,,,LOS DOS CARNALES,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,4,1
LA5LZX,LAS CAPITANAS,,,"KANALES, MARIO TAPIA",11898486,"HAROS, PEDRO",00675463414,Composer/Author,,2,
LA5LZX,LAS CAPITANAS,,,"KANALES, MARIO TAPIA",P003TP,SONGS OF AFINARTE,00817874992,Original Publisher,0.000,1,2
LA5LZX,LAS CAPITANAS,,,"KANALES, MARIO TAPIA",P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,3,1
NC4S6M,NI TU NI NADIE,T9205191179,,NIVEL C,11486378,"GAXIOLA, JAIRO DE JESUS",,Composer/Author,,2,
NC4S6M,NI TU NI NADIE,T9205191179,,NIVEL C,P003TP,SONGS OF AFINARTE,00817874992,Original Publisher,0.000,1,2
NC4S6M,NI TU NI NADIE,T9205191179,,NIVEL C,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,3,1
AA6XQ5,AY NOMAS,,,LOS DOS CARNALES,12958553,"MANCHA, IMANOL",,Composer/Author,,2,
AA6XQ5,AY NOMAS,,,LOS DOS CARNALES,P003TP,SONGS OF AFINARTE,00817874992,Original Publisher,0.000,1,2
AA6XQ5,AY NOMAS,,,LOS DOS CARNALES,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,3,1
EB2AU0,EL COMPA ZERA,,,GERARDO DAZ Y SU GERARQUA | GERARDO DÃ?AZ Y SU GERARQUIA | GERARDO DIAZ Y SU GERARQUIA,11422900,"DIAZ BORJA, GERARDO",00845394311,Composer/Author,,2,
EB2AU0,EL COMPA ZERA,,,GERARDO DAZ Y SU GERARQUA | GERARDO DÃ?AZ Y SU GERARQUIA | GERARDO DIAZ Y SU GERARQUIA,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,2
EB2AU0,EL COMPA ZERA,,,GERARDO DAZ Y SU GERARQUA | GERARDO DÃ?AZ Y SU GERARQUIA | GERARDO DIAZ Y SU GERARQUIA,P117Z9,MELODIES OF RIGOLETTO MUSIC PUBLISHING,01036461187,Administrator,100.000,3,1
EB2AU2,EL COMPA BANDA,,,LOS AUSTEROS DE DURANGO,8624101,"SANCHEZ, JUAN LUIS",,Composer/Author,,2,
EB2AU2,EL COMPA BANDA,,,LOS AUSTEROS DE DURANGO,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,2
EB2AU2,EL COMPA BANDA,,,LOS AUSTEROS DE DURANGO,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,3,1
HA1D3H,HERIBERTO HERNANDEZ,,,LOS DOS CARNALES,13029146,"MANCHA, ALFONSO",,Composer/Author,,2,
HA1D3H,HERIBERTO HERNANDEZ,,,LOS DOS CARNALES,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,2
HA1D3H,HERIBERTO HERNANDEZ,,,LOS DOS CARNALES,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,3,1
EB2AWU,EL AHUATITO,T9280462922,,BANDA LOS COSTENOS,11422900,"DIAZ BORJA, GERARDO",00845394311,Composer/Author,,2,
EB2AWU,EL AHUATITO,T9280462922,,BANDA LOS COSTENOS,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,2
EB2AWU,EL AHUATITO,T9280462922,,BANDA LOS COSTENOS,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,3,1
EB2AXI,EL PROFE,,,NIVEL C,13029158,"AUDELO, JULIO CESAR",,Composer/Author,,2,
EB2AXI,EL PROFE,,,NIVEL C,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,2
EB2AXI,EL PROFE,,,NIVEL C,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,3,1
PF2IKS,PALMA Y SAN FELIPE,T9319792422,,Los Dos Carnales | LOS DOS CARNALES,12958553,"MANCHA, IMANOL",,Composer/Author,,3,
PF2IKS,PALMA Y SAN FELIPE,T9319792422,,Los Dos Carnales | LOS DOS CARNALES,12647601,"QUEZADA, IMANOL",00870520350,Composer/Author,,2,
PF2IKS,PALMA Y SAN FELIPE,T9319792422,,Los Dos Carnales | LOS DOS CARNALES,P003TP,SONGS OF AFINARTE,00817874992,Original Publisher,0.000,1,2|3
PF2IKS,PALMA Y SAN FELIPE,T9319792422,,Los Dos Carnales | LOS DOS CARNALES,P206D7,SONGS OF RIGOLETTO MUSIC PUBLISHING,01050464001,Administrator,100.000,4,1
PF2IKT,PORTE DE PISTOLERO,,,LOS DOS DE TAMAULIPAS,13029136,"ZAPATA, ORLANDO",,Composer/Author,,2,
PF2IKT,PORTE DE PISTOLERO,,,LOS DOS DE TAMAULIPAS,13029145,"ZAPATA, ROLANDO",,Composer/Author,,3,
PF2IKT,PORTE DE PISTOLERO,,,LOS DOS DE TAMAULIPAS,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,2|3
PF2IKT,PORTE DE PISTOLERO,,,LOS DOS DE TAMAULIPAS,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,4,1
EB2ARL,EL DIRY,,,LOS AUSTEROS DE DURANGO,13029160,"FELIX, LUIS ENRIQUE",,Composer/Author,,2,
EB2ARL,EL DIRY,,,LOS AUSTEROS DE DURANGO,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,2
EB2ARL,EL DIRY,,,LOS AUSTEROS DE DURANGO,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,3,1
SD1HBN,SE ABRIO LA PUERTA,,,LOS DOS DE TAMAULIPAS,11422900,"DIAZ BORJA, GERARDO",00845394311,Composer/Author,,2,
SD1HBN,SE ABRIO LA PUERTA,,,LOS DOS DE TAMAULIPAS,13029136,"ZAPATA, ORLANDO",,Composer/Author,,3,
SD1HBN,SE ABRIO LA PUERTA,,,LOS DOS DE TAMAULIPAS,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,2|3
SD1HBN,SE ABRIO LA PUERTA,,,LOS DOS DE TAMAULIPAS,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,4,1
DA98VK,DONDE ESTAN?,,,ADRIANA RIOS,13029147,"ECHEVERRIA, ADRIANA ISABEL",,Composer/Author,,2,
DA98VK,DONDE ESTAN?,,,ADRIANA RIOS,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,2
DA98VK,DONDE ESTAN?,,,ADRIANA RIOS,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,3,1
CB3RGI,CORRIDO DEL CANO,,,LOS DOS CARNALES,13029146,"MANCHA, ALFONSO",,Composer/Author,,2,
CB3RGI,CORRIDO DEL CANO,,,LOS DOS CARNALES,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,2
CB3RGI,CORRIDO DEL CANO,,,LOS DOS CARNALES,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,3,1
CB3RIU,CHAPULIN,,,ADRIANA RIOS,13029147,"ECHEVERRIA, ADRIANA ISABEL",,Composer/Author,,2,
CB3RIU,CHAPULIN,,,ADRIANA RIOS,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,2
CB3RIU,CHAPULIN,,,ADRIANA RIOS,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,3,1
EB2AYS,EL SERIECITO,T9280459838,,BANDA LOS COSTENOS,11422900,"DIAZ BORJA, GERARDO",00845394311,Composer/Author,,2,
EB2AYS,EL SERIECITO,T9280459838,,BANDA LOS COSTENOS,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,2
EB2AYS,EL SERIECITO,T9280459838,,BANDA LOS COSTENOS,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,3,1
EB2AQM,EL PILOTO FERMIN,T9255460458,,EL FANTASMA,8886239,"GARCIA, ALEXANDER",00511651390,Composer/Author,,2,
EB2AQM,EL PILOTO FERMIN,T9255460458,,EL FANTASMA,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,2
EB2AQM,EL PILOTO FERMIN,T9255460458,,EL FANTASMA,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,3,1
EB2AQN,EL REY LEON,T9255460390,,NIVEL C,13029155,"AUDELO, JULIO CÉSAR",,Composer/Author,,2,
EB2AQN,EL REY LEON,T9255460390,,NIVEL C,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,2
EB2AQN,EL REY LEON,T9255460390,,NIVEL C,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,3,1
EB2AT5,EMPRESA N,,,LOS AUSTEROS DE DURANGO,8624101,"SANCHEZ, JUAN LUIS",,Composer/Author,,2,
EB2AT5,EMPRESA N,,,LOS AUSTEROS DE DURANGO,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,2
EB2AT5,EMPRESA N,,,LOS AUSTEROS DE DURANGO,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,3,1
SD1HEC,SANGRE DE DURANGO,,,LOS DOS CARNALES,13029146,"MANCHA, ALFONSO",,Composer/Author,,2,
SD1HEC,SANGRE DE DURANGO,,,LOS DOS CARNALES,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,2
SD1HEC,SANGRE DE DURANGO,,,LOS DOS CARNALES,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,3,1
EB2AU8,EL TATUADO,,,CANELOS JRS,11193287,"GASTELUM, JOSE ANGEL",,Composer/Author,,2,
EB2AU8,EL TATUADO,,,CANELOS JRS,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,2
EB2AU8,EL TATUADO,,,CANELOS JRS,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,3,1
TD5WY1,TE PERTENEZCO,,,GRUPO LOS DEL RANCHO,13029149,"SAUCEDA, ANGEL",,Composer/Author,,2,
TD5WY1,TE PERTENEZCO,,,GRUPO LOS DEL RANCHO,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,2
TD5WY1,TE PERTENEZCO,,,GRUPO LOS DEL RANCHO,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,3,1
AA6XK8,AL ESTILO RANCHERON,,,"LOS DOS CARNALES, BRUCE TORRESCANO",12958553,"MANCHA, IMANOL",,Composer/Author,,2,
AA6XK8,AL ESTILO RANCHERON,,,"LOS DOS CARNALES, BRUCE TORRESCANO",P003TP,SONGS OF AFINARTE,00817874992,Original Publisher,0.000,1,2
AA6XK8,AL ESTILO RANCHERON,,,"LOS DOS CARNALES, BRUCE TORRESCANO",P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,3,1
EB2ARO,EL FINAL DE NUESTRO CUENTO,,,ANGEL SAUCEDA,13029133,"GASTELUM, ANGEL RENE",,Composer/Author,,2,
EB2ARO,EL FINAL DE NUESTRO CUENTO,,,ANGEL SAUCEDA,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,2
EB2ARO,EL FINAL DE NUESTRO CUENTO,,,ANGEL SAUCEDA,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,3,1
LA5L1M,LOS ALTOS DE LA SIERRA,T9323764745,,LOS DOS CARNALES,12958553,"MANCHA, IMANOL",,Composer/Author,,2,
LA5L1M,LOS ALTOS DE LA SIERRA,T9323764745,,LOS DOS CARNALES,P003TP,SONGS OF AFINARTE,00817874992,Original Publisher,0.000,1,2
LA5L1M,LOS ALTOS DE LA SIERRA,T9323764745,,LOS DOS CARNALES,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,3,1
